107,813.78,810.451416
108,814.08,811.9755249
109,814.08,812.9306641
110,814.08,813.8712158
111,814.08,814.1303711
112,813.78,813.9509277
113,813.78,813.8084106
114,817.9,813.472229
115,813.78,815.5189209
116,813.78,815.0783691
117,817.9,814.0488281
118,817.92,816.0925293
119,818.97,816.9632568
120,819,817.9735107
121,817.9,818.5628052
122,819.9,818.37677
123,817.9,819.038147
124,817.9,818.3059082
125,817.9,817.7506104
126,817.9,817.9028931
127,817.9,817.6733398
128,817.33,817.8647461
129,816.68,817.4481812
130,815.38,817.0836792
131,817.33,816.09375
132,814.73,816.4885864
133,813.71,815.7124634
134,812.78,814.3132935
135,811.5,813.5823975
136,811.5,812.1902466
137,810.86,811.7207031
138,813.8,811.0316162
139,810.22,812.4197388
140,813.93,811.6646729
141,813.29,812.3532104
142,813.29,813.3425293
143,810.22,812.9695435
144,810,811.876709
145,810.1,810.343689
146,813.29,810.4906006
147,815,811.305481
148,815,813.3474121
149,815.24,814.387085
150,815,815.1794434
151,815,815.0983276
152,815,814.8623047
153,815.24,814.6365967
154,815,814.7592163
155,815.01,814.906311
156,815.01,814.901123
157,815.01,814.9440308
158,814.56,814.9060059
159,817.21,814.6896362
160,817,815.8076782
161,818,816.6112061
162,818,817.2163086
163,819.58,817.8390503
164,818.49,818.5683594
165,819.6,818.7142944
166,819.6,818.8118896
167,817.01,819.3543701
168,817.01,817.9749756
169,817,817.3157349
170,817,816.9653931
171,814.73,816.7936401
172,814.73,815.7122803
173,815,814.9419556
174,814,815.0737915
175,812.8,814.3197021
176,813,813.4384766
177,813,813.0604858
178,812.8,813.0792847
179,812.8,812.7962646
180,812.8,812.7178955
181,810.86,812.7920532
182,814.11,811.8687134
183,814.11,812.6677246
184,818,813.5999146
185,823.98,815.5728149
186,823.97,819.993103
187,815.39,822.3480835
188,820,819.492981
189,816.03,818.9497681
190,822,817.5753174
191,825.75,818.336853
192,826.98,822.4813232
193,830,824.6445313
194,826,828.4561768
195,830.8,827.6260376
196,830.98,828.567749
197,830,829.6537476
198,829.77,828.9632568
199,829.77,829.4428711
200,835,829.2098389
201,823.83,831.8501587
202,823.83,828.2265625
203,832.16,824.6273804
204,825,828.9057007
205,825,826.2840576
206,830,825.4855957
207,830,828.5159302
208,831,828.6461182
209,832.15,830.4405518
210,831,831.6143799
211,830,830.7240601
212,823.05,830.2262573
213,827,826.5408325
214,827,825.4693604
215,827,826.4391479
216,827,826.0759888
217,823.07,827.4064331
218,823.07,824.9552612
219,832.58,823.7766113
220,832.48,828.2435913
221,830,830.5691528
222,824.22,830.3490601
223,824.23,828.020813
224,831.49,824.8442383
225,824.24,827.9118042
226,824.24,825.9434814
227,829.9,824.2990723
228,829.9,827.9022827
229,824.5,828.7380981
230,824.55,827.0817261
231,824,825.47229
232,830,824.3499756
233,824,826.5949097
234,824,826.09375
235,824,824.1208496
236,822.1,824.7904053
237,822.1,822.5527344
238,822,822.4447632
239,822,821.8704224
240,821,821.9105835
241,822.1,821.4960327
242,822.1,821.809021
243,820.02,822.0758057
244,820.01,820.9235229
245,820.01,820.3554077
246,825,820.0724487
247,820,822.3860474
248,824.99,821.7129517
249,824.99,822.8745728
250,827,824.8501587
251,824.99,825.2802734
252,824,825.8599854
253,819.93,824.2571411
254,819.93,822.1904297
255,823.95,819.9725952
256,819.93,821.9961548
257,818,820.7924805
258,823.97,819.2086792
259,817.98,821.8981934
260,817.98,820.1730957
261,817.5,818.3464355
262,817.5,818.1781006
263,817.5,817.1875
264,817,817.6147461
265,817.5,816.8927002
266,817.5,817.4596558
267,815,817.4655151
268,818,816.1748047
269,818,816.8139038
270,818,817.6262817
271,818,817.6262817
272,818,818.0288086
273,818,817.9060059
274,818,818.038208
275,818,817.7800903
276,818,817.828125
277,811.98,817.8640137
278,815.5,814.8773804
279,815.5,814.5050049
280,815.5,815.2910156
281,815.5,814.9058838
282,815.5,815.5435181
283,815.5,815.4294434
284,815.5,815.7957764
285,815.5,815.2915649
286,818.5,815.3061522
287,818.5,816.8258667
288,818.5,817.9018555
289,819.8,818.1837158
290,819.8,819.1389771
291,817.98,819.4517212
292,819.98,818.6700439
293,819.98,818.9934692
294,820.5,819.5529175
295,823.49,819.8443604
296,820.5,821.8311157
297,820.5,821.3843384
298,820.5,820.7547607
299,823.8,820.7016602
300,821.02,821.7945557
301,823.97,821.7390137
302,821.02,822.4612427
303,823.97,822.3984985
304,825,822.4987793
305,828,824.3392334
306,829,825.6535034
307,823.97,827.890564
308,821.02,825.9290771
309,820,823.2332153
310,820,820.9005127
311,819.98,819.7024536
312,827,819.5107422
313,827,823.3703613
314,825,826.2248535
315,825,825.9284058
316,825,825.9563599
317,824,825.010376
318,824,824.1183472
319,824,823.6412354
320,824,
