0,802,
1,802.95,802.4371338
2,802.05,802.7897949
3,802.05,802.8081665
4,801.99,802.6262817
5,802.96,802.4936523
6,802.05,802.9267578
7,802.06,802.8310547
8,802.06,802.5184326
9,802.5,802.6715698
10,791.02,802.7857666
11,801.12,798.3278198
12,793.12,798.8967285
13,801.12,798.1630859
14,801.46,799.0065308
15,801.47,800.5582275
16,794,801.4966431
17,800,799.8746338
18,800,798.1813354
19,801,800.7738037
20,799.55,800.5383301
21,799.99,800.1358643
22,800.19,800.9929199
23,800.19,801.5964355
24,795,800.3325195
25,795,798.7346191
26,795.01,797.6738892
27,795.02,797.3078003
28,800.19,796.9242554
29,796.01,798.3773193
30,796,798.3421021
31,796,798.1462402
32,796,797.4855347
33,800.19,797.611084
34,803,798.9622192
35,796.01,800.588562
36,796.21,800.1731567
37,796.21,798.5053711
38,800.19,798.0673828
39,800.19,799.5352783
40,796.22,799.7200317
41,796.22,798.7210693
42,796.22,798.9505615
43,796.23,798.0454712
44,796.01,797.6959839
45,796.23,797.2099609
46,796.23,797.5681763
47,796.24,798.1157227
48,796.24,797.5686646
49,796.24,797.484375
50,799,797.6747437
51,799,798.6558838
52,796.25,799.3641357
53,799.95,798.6470337
54,799.98,799.3452759
55,799.99,800.3452759
56,796.01,800.5561523
57,799.98,798.7995605
58,796.1,799.6725464
59,796.1,799.397583
60,796,797.7039795
61,796,797.5716553
62,796,797.8018188
63,796,797.8104248
64,796.01,796.9877319
65,796.04,797.6858521
66,796.04,797.5918579
67,796.04,797.3517456
68,799,797.515686
69,796.04,798.5350952
70,796.01,798.3101196
71,799.8,797.7536621
72,796.01,798.9451904
73,796.5,798.7364502
74,800,797.9890747
75,801.8,798.8856201
76,801.8,801.2058105
77,804.69,801.6605225
78,804.69,802.5216064
79,809.88,804.5953369
80,810.1,806.8550415
81,807.94,808.0820313
82,807.94,808.3224487
83,807.97,808.355957
84,807.94,808.0118408
85,807.94,807.9705811
86,807.94,807.5631104
87,807.94,807.8665161
88,812,808.217041
89,807.97,809.8346558
90,807.97,809.2930298
91,809.92,808.3747559
92,810.56,809.2167969
93,810.56,809.8186646
94,810.56,810.1860962
95,810,810.1053467
96,812,810.5078125
97,810.56,811.1002808
98,810.56,810.7200317
99,810.56,810.4966431
100,810.56,810.6444092
101,810.56,810.4974976
102,814.67,810.5395508
103,810.56,812.2669067
104,810.56,811.9676514
105,810.56,810.9234009
106,810.56,810.8634033
